nar_adc_id	canonical_name	phase_bucket	drug_status	brand_name	synonyms	development_codes	antigen_name	payload_moa_target	antibody_name	payload_name	linker_name	indications	companies	reference_count	reference_dois	nct_ids
DRG0JQHJW	AGX101	Phase1	Phase 1		AGX 101; AGX-101; AGX101; Anti-TM4SF1 ADC (Angiex)		Transmembrane 4 L6 family member 1 (TM4SF1)	Microtubule (MT) Conjugate Type Undisclosed General Information of The Activity Data Related to This ADC Discovered Using Cell Line-derived Xenograft Model Standard Type Value Units Cell Line Disease Model Tumor Growth Inhibition value (TGI) ≈ 92.6 % MIA PaCa-2 cells Pancreatic ductal adenocarcinoma Tumor Growth Inhibition value (TGI) ≈ 93.4 % MIA PaCa-2 cells Pancreatic ductal adenocarcinoma Tumor Growth Inhibition value (TGI) ≈ 94.5 % SK-BR-3 cells Breast adenocarcinoma Tumor Growth Inhibition value (TGI) ≈ 95.6 % HCC1954 cells Breast ductal carcinoma Tumor Growth Inhibition value (TGI) ≈ 98.1 % Calu-3 cells Lung adenocarcinoma Revealed Based on the Cell Line Data Standard Type Value Units Cell Line Disease Model Half Maximal Effective Concentration (EC50) 0.02 nM A-549 cells Lung adenocarcinoma Half Maximal Effective Concentration (EC50) 0.02 nM MIA PaCa-2 cells Pancreatic ductal adenocarcinoma Full List of Activity Data of This Antibody-drug Conjugate Discovered Using Cell Line-derived Xenograft Model Experiment 1 Reporting the Activity Date of This ADC [ 1 ] Efficacy Data Tumor Growth Inhibition value (TGI) ≈ 92.60% (Day 28) High TM4SF1 expression ( TM4SF1+++ ) Method Description Mice bearingeither MIA PaCa-2 tumors were treated with either vehiclecontrol or AGX101 at 12 mg/kg g7dx2. In Vivo Model Pancreatic cancer CDX model In Vitro Model Pancreatic ductal adenocarcinoma MIA PaCa-2 cells CVCL_0428 Experiment 2 Reporting the Activity Date of This ADC [ 1 ] Efficacy Data Tumor Growth Inhibition value (TGI) ≈ 93.40% (Day 23) High TM4SF1 expression ( TM4SF1+++ ) Method Description Mice bearingeither MIA PaCa-2 tumors were treated with either vehiclecontrol or AGX101 at 12 mg/kg g7dx2. In Vivo Model Pancreatic cancer CDX model In Vitro Model Pancreatic ductal adenocarcinoma MIA PaCa-2 cells CVCL_0428 Experiment 3 Reporting the Activity Date of This ADC [ 1 ] Efficacy Data Tumor Growth Inhibition value (TGI) ≈ 94.50% (Day 23) High TM4SF1 expression ( TM4SF1+++ ) Method Description Mice bearingeither HCC1954 tumors were treated with either vehiclecontrol or AGX101 at 12 mg/kg g7dx2. In Vivo Model Breast ductal cancer CDX model In Vitro Model Breast adenocarcinoma SK-BR-3 cells CVCL_0033 Experiment 4 Reporting the Activity Date of This ADC [ 1 ] Efficacy Data Tumor Growth Inhibition value (TGI) ≈ 95.60% (Day 33) High TM4SF1 expression ( TM4SF1+++ ) Method Description Mice bearingeither HCC1954 tumors were treated with either vehiclecontrol or AGX101 at 12 mg/kg g7dx2. In Vivo Model Breast ductal cancer CDX model In Vitro Model Breast ductal carcinoma HCC1954 cells CVCL_1259 Experiment 5 Reporting the Activity Date of This ADC [ 1 ] Efficacy Data Tumor Growth Inhibition value (TGI) ≈ 98.10% (Day 23) High TM4SF1 expression ( TM4SF1+++ ) Method Description Mice bearingeither CALU-3 tumors were treated with either vehiclecontrol or AGX101 at 12 mg/kg g7dx2. In Vivo Model Lung adenocarcinoma CDX model In Vitro Model Lung adenocarcinoma Calu-3 cells CVCL_0609 Revealed Based on the Cell Line Data Experiment 1 Reporting the Activity Date of This ADC [ 1 ] Efficacy Data Half Maximal Effective Concentration (EC50) 0.02 nM High TM4SF1 expression ( TM4SF1+++ ) Method Description The inhibitory activity of AGX101 exerted a potent cytotoxic effect against TM4SF1+ cell lines. In Vitro Model Lung adenocarcinoma A-549 cells CVCL_0023 Experiment 2 Reporting the Activity Date of This ADC [ 1 ] Efficacy Data Half Maximal Effective Concentration (EC50) 0.02 nM High TM4SF1 expression ( TM4SF1+++ ) Method Description The inhibitory activity of AGX101 exerted a potent cytotoxic effect against TM4SF1+ solid tumor cell lines. In Vitro Model Pancreatic ductal adenocarcinoma MIA PaCa-2 cells CVCL_0428 References Ref 1 AGX101- A novel TM4SF1-directed ADC for the treatment of solid tumors; 2022.	Undisclosed	Maytansine		Angiosarcoma; Phase 1 Clinical Trial Breast cancer; Phase 1 Clinical Trial Colorectal cancer; Phase 1 Clinical Trial Liver cancer; Phase 1 Clinical Trial Pancreatic cancer; Phase 1 Clinical Trial Prostate cancer; Phase 1 Clinical Trial Solid tumor; Phase 1 Clinical Trial Drug-to-Antibody Ratio 2	Angiex, Inc	1		
DRG0JQWJI	BG-C137	Phase1	Phase 1						Anti-FGFR2 antibody	TOP1 inhibitor	A cleavable linker	Unspecific solid tumor		0		NCT06625593
DRG0JSPJR	ZL-1310	Phase1	Phase 1		YL 212; YL-212; YL212; ZL-1310; ZL 1310; ZL1310		Delta-like protein 3 (DLL3)	DNA topoisomerase 1 (TOP1)	Undisclosed	YL0010014	Tumor microenviroment activable tripeptide linker	Lung cancer; Phase 1 Clinical Trial Drug-to-Antibody Ratio 8	Zai Lab Ltd	0		
DRG0JTQDR	FS-1502	Phase1	Phase 3		FS-1502; Herceptin-LC-LBG-MMAF; IKS 014; IKS-014; IKS014; LCB14; LCB14-0110; Trastuzumab-LC-LBG-MMAF		Receptor tyrosine-protein kinase erbB-2 (HER2)	Microtubule (MT) Conjugate Type Enzymatic Catalysis Combination Type mafodotin	Trastuzumab	Monomethyl auristatin F	Undisclosed	Breast cancer; Phase 3 Clinical Trial Solid tumor; Phase 1 Clinical Trial Drug-to-Antibody Ratio 2 3D	Iksuda Therapeutics; Shanghai Fosun Pharmaceutical	0		
DRG0JUOJJ	MHB036C	Phase2	Phase 2						Undisclosed	MH30010008		Solid tumor		0		
DRG0JUOLN	MDX-1203	Phase1	Phase 1 (Terminated)		BMS 936561; BMS-936561; BMS-936561, MDX-1203; BMS936561; MDX 1203; MDX-1203; MDX1203		CD70 antigen (CD70)	Human Deoxyribonucleic acid (hDNA)	MDX-1115	Seco-MED-A	Mal-Val-Cit	Kidney cancer; Phase 1 Clinical Trial Unspecific non-hodgkin lymphoma; Phase 1 Clinical Trial Drug-to-Antibody Ratio 2 3D	Medarex, Inc; Bristol Myers Squibb Co	2		NCT00944905
DRG0JVAJA	Rosopatamab tetraxetan	Investigative	Investigative		DOTA-HUJ-591-GS; DOTA-HUJ-591; HuJ591-DOTA; Rosopatamab Y-90 conjugation		Glutamate carboxypeptidase 2 (FOLH1)		Rosopatamab	Y90 (Radioactive isotope)	Tetraxetan Info General Information of The Activity Data Related to This ADC Ide	Prostate cancer Clinical candidate Drug-to-Antibody Ratio 3-5	Weill Cornell Medical Center	3		NCT00052000; NCT00070837; NCT02576548
DRG0JVDPQ	AG 02 saporin conjugate	Investigative	Investigative		AG02; AG02 saporin; AG02-saporin; AG02-ADC; AG02 ADC		Cell surface protein 1 (CSP-1)	Microtubule (MT)	Anti-CSP-1 mAb AG02	Saporin	Undisclosed	Pleural mesothelioma Clinical candidate	A&G Pharmaceutical, Inc	0		
DRG0JWBNH	Brentuximab vedotin	Approved	Approved (FDA): Aug, 2011	Adcetris	CAC10-vcMMAE; cAC-10. SGD-1010; SGN-30; SGN-35; cAC10-Val-Cit-MMAE; Moab chimeric SGN-30 to CD30 antigen		Tumor necrosis factor receptor superfamily member 8 (TNFRSF8)	Microtubule (MT)	Brentuximab	Monomethyl auristatin E	Mc-Val-Cit-PABC	Hodgkin lymphoma; Approved Approval Document Mycosis fungoides; Phase 3 Clinical Trial Unspecific non-hodgkin lymphoma; Phase 3 Clinical Trial Acute lymphoblastic leukemia; Phase 2 Clinical Trial Acute myeloid leukaemia; Phase 2 Clinical Trial Diffuse large B-cell lymphoma; Phase 2 Clinical Trial Graft-versus-host disease; Phase 2 Clinical Trial Lupus erythematosus; Phase 2 Clinical Trial Lymphomatoid papulosis; Phase 2 Clinical Trial Mastocytosis; Phase 2 Clinical Trial Pleura mesothelioma; Phase 2 Clinical Trial Sezary syndrome; Phase 2 Clinical Trial Systemic sclerosis; Phase 2 Clinical Trial Myelodysplastic syndrome; Phase 1 Clinical Trial Drug-to-Antibody Ratio 4 3D	Seagen Inc; BSP Pharmaceuticals SpA; Takeda Pharmaceutical Co., Ltd	61	10.1007/s10637-019-00768-6.; 10.1016/S2352-3026(20; 10.1182/blood-2017-12-821009.; 10.1182/blood-2018-07-861641.; 10.1182/blood.2022017118.; 10.1182/bloodadvances.2019000152.; 10.1182/bloodadvances.2022008420.; 10.1200/JCO.21.01281.	NCT00430846; NCT00848926; NCT00866047; NCT00947856; NCT01060904; NCT01100502; NCT01309789; NCT01352520; NCT01393717; NCT01421667; NCT01461538; NCT01578499; NCT01657331; NCT01712490; NCT01716806; NCT01777152; NCT01780662; NCT01807598; NCT01940796; NCT01979536; NCT01994850; NCT02086604; NCT02166463; NCT02227199; NCT02227433; NCT02280785; NCT02292979; NCT02388490; NCT02423291; NCT02505269; NCT02572167; NCT02581631; NCT02684292; NCT02686346; NCT02758717; NCT02927769; NCT03057795; NCT04404283
DRG0JXYIZ	DS-9606	Phase1	Phase 1						Undisclosed	modified PBD	Undisclosed	Ovarian cancer		0		
DRG0JYFQF	ZPC-21	Phase1	Phase 1						A anti-ROR1 mAb	HC74	A cleavable linker	Unspecific solid tumor		0		NCT06823167
DRG0JYKFE	BSI-712	Investigative	Investigative		BSI 712; BSI712		Zinc transporter ZIP6 (SLC39A6)		Undisclosed	Undisclosed	Undisclosed	Solid tumors Clinical candidate	Biosion, Inc; ImmunoGen, Inc	0		
DRG0JYNCF	CX-2029	Phase2	Phase 1/2		ABBV-2029; ABBV-2029,CX-2029; CD71 probody drug conjugate; CX 2029; CX-2029		Transferrin receptor protein 1 (TFRC)	Microtubule (MT)	Anti-CD71 CX-151 probody	Monomethyl auristatin E	Mc-Val-Cit-PABC	Diffuse large B-cell lymphoma; Phase 2 Clinical Trial Solid tumor; Phase 2 Clinical Trial Drug-to-Antibody Ratio 2 3D	CytomX Therapeutics, Inc; AbbVie, Inc	2		NCT03543813
DRG0KAGOH	PLBA-001	Investigative	Investigative		PLBA 001; PLBA001		Undisclosed		Undisclosed	Undisclosed	Undisclosed	Lung cancer Clinical candidate	PrimeLink BioTherapeutics (Suzhou) Co., Ltd	0		
DRG0KBCEN	M3554	Phase1	Phase 1						Anti-GD2 antibody	Exatecan	Mal-glucuronide-PABC	Brain cancer		0		NCT06641908
DRG0KDTFA	F0002-ADC	Phase1	Phase 1		Anti-CD30-MCC-DM1; CD30-MCC-DM1; F-0002-ADC; F0002 ADC; F0002-ADC; F0002-ADC, Anti-CD30-MCC-DM1		Tumor necrosis factor receptor superfamily member 8 (TNFRSF8)	Microtubule (MT)	Brentuximab	Mertansine DM1	Succinimidyl-4-(N-maleimidomethyl)cyclohexane-1-carboxylate (SMCC)	Mycosis fungoides; Phase 1 Clinical Trial Unspecific non-hodgkin lymphoma; Phase 1 Clinical Trial Drug-to-Antibody Ratio 3.37 3D	Shanghai Fudan Zhangjiang Bio Pharmaceutical Co., Ltd	0		
DRG0KFMAB	DXC-009	Phase1	Phase 1		DXC 009; DXC-009; DXC009		Undisclosed		Undisclosed	Undisclosed	Undisclosed Conjugate Type Random Cysteines	Multiple myeloma; Phase 1 Clinical Trial Drug-to-Antibody Ratio Undisclosed	Hangzhou DAC Biotech Co., Ltd	0		
DRG0KGFDM	Zt/g4-Maytansinoid	Investigative	Investigative						Undisclosed	Mertansine DM1	Succinimidyl-4-(N-maleimidomethyl)cyclohexane-1-carboxylate (SMCC)	Colorectal cancer		0		
DRG0KHDFE	BAT-8007	Phase1	Phase 1						Undisclosed	Exatecan		Solid tumor		0		
DRG0KHFFZ	PF-06263507	Phase1	Phase 1 (Terminated)		A1-mafodotin; A1-mcMMAF; MMAF ADC; PF 6263507; PF-06263507; PF-06263507, A1mc MMAF; PF06263507		Trophoblast glycoprotein (TPBG)	Microtubule (MT)	PF-06281192	Monomethyl auristatin F	Maleimido-caproyl	Solid tumor; Phase 1 Clinical Trial Drug-to-Antibody Ratio 4 3D	Oxford Biomedica Plc; Pfizer Inc	1		
DRG0KJHHN	IMGN-779	Phase1	Phase 1 (Terminated)		IMGN 779; IMGN-779; IMGN7 79; IMGN779		Myeloid cell surface antigen CD33 (CD33)	Human Deoxyribonucleic acid (hDNA)	Z4681A	DGN462	Sulfo-SPDB	Acute myeloid leukaemia; Phase 1 Clinical Trial Drug-to-Antibody Ratio 3 3D	ImmunoGen, Inc	1	10.1158/1535-7163.MCT-17-1077.	
DRG0KKATK	SHR-A2102	Phase3	Phase 3		SHR A2102; SHR-A2102; SHRA2102		Nectin-4 (NECTIN4)	DNA topoisomerase 1 (TOP1)	Undisclosed	9106-IM-2	Mc-Gly-Gly-Phe-Gly	Urothelial cancer; Phase 3 Clinical Trial Pancreatic cancer; Phase 2 Clinical Trial Solid tumor; Phase 2 Clinical Trial Drug-to-Antibody Ratio Undisclosed	Shanghai Hengrui Pharmaceutical Co., Ltd	2		NCT05701709; NCT05735275
DRG0KKBKT	BBT-001	Investigative	Investigative		BBT 001; BBT001; long-acting GCSF-IgG-Fc immunofusion protein		Granulocyte colony-stimulating factor receptor (CSF3R)		Undisclosed	Undisclosed	Undisclosed	Neutropenia Clinical candidate	Bolder BioTechnology, Inc	0		
DRG0KKQDW	SRB19	Investigative	Investigative		SRB-19; SRB 19		Epidermal growth factor receptor (EGFR); Receptor tyrosine-protein kinase erbB-3 (HER3)		Undisclosed	Undisclosed	Undisclosed	Triple negative breast cancer Clinical candidate	Sunrock Biopharma SL	0		
DRG0KMHHU	TRS-005	Phase1	Phase 1		TRS-005; TRS005		B-lymphocyte antigen CD20 (MS4A1)	Microtubule (MT)	Undisclosed	Monomethyl auristatin E	Mc-Val-Cit-PABC	Unspecific non-hodgkin lymphoma; Phase 1 Clinical Trial Drug-to-Antibody Ratio 4.2 3D	Zhejiang Teruisi Pharmaceutical Inc	1		NCT05395533
DRG0KNAHQ	BL-M14D1	Phase1	Phase 1						A anti-DLL3 mAb	Ed-04	Gly-Mal-Gly-Gly-Phe-Gly	Lung cancer		0		NCT06505824; NCT07080242
DRG0KNAKC	QBK249-G	Investigative	Investigative		QBK249G; QBK249 G		Receptor tyrosine-protein kinase erbB-2 (HER2)		Undisclosed	Undisclosed	Undisclosed	Breast cancer Clinical candidate	Quadira Biosciences AG	0		
DRG0KRSBQ	IKS-012	Investigative	Investigative		IKS 012; IKS012		Folate receptor alpha (FOLR1)		Undisclosed	Undisclosed	Undisclosed	Lung cancer Clinical candidate Ovarian cancer Clinical candidate Triple negative breast cancer Clinical candidate	Iksuda Therapeutics Ltd	0		
DRG0KSBCU	EP-400	Investigative	Investigative		EP 400; EP400		Undisclosed		Undisclosed	Undisclosed	Undisclosed TTD ID D0H6IG	Solid tumors Clinical candidate	Esperance Pharmaceuticals, Inc	0		
DRG0KSTYX	CLR-180099	Investigative	Investigative		CLR 180099; CLR180099		Lipid rafts (LR)		Undisclosed	Undisclosed	Undisclosed	Colorectal cancer Clinical candidate	Cellectar Biosciences, Inc	0		
DRG0KTRKE	PF-06664178	Phase1	Phase 1 (Terminated)		PF 6664178; PF-06664178; PF06664178; PF6664178		Tumor-associated calcium signal transducer 2 (TROP2)	Microtubule (MT)	PF-06478924	Auristatin 0101	AcLys-Val-Cit-PABC	Breast cancer; Phase 1 Clinical Trial Lung cancer; Phase 1 Clinical Trial Ovarian cancer; Phase 1 Clinical Trial Solid tumor; Phase 1 Clinical Trial Drug-to-Antibody Ratio 2 3D	Pfizer Inc	1		NCT02122146
DRG0KTTFS	XMT-2056	Phase1	Phase 1		XMT 2056; XMT-2056; XMT2056		Receptor tyrosine-protein kinase erbB-2 (HER2)	Stimulator of interferon genes protein (STING1)	HT-19	STING agonist of XMT-2056	Hydrophilic linker of XMT-2056	Breast cancer; Phase 1 Clinical Trial Colorectal cancer; Phase 1 Clinical Trial Gastric cancer; Phase 1 Clinical Trial Lung cancer; Phase 1 Clinical Trial Solid tumor; Phase 1 Clinical Trial Drug-to-Antibody Ratio 8	Mersana Therapeutics, Inc	0		
DRG0KWGRK	IMMU-140	Investigative	Investigative		IMMU140; IMMU 140		HLA class II histocompatibility antigen, DR alpha chain (HLA-DRA)	DNA topoisomerase 1 (TOP1)	IMMU-114	Active metabolite of irinotecan SN38	CL2A	Acute lymphoblastic leukemia Clinical candidate Acute myeloid leukaemia Clinical candidate B-cell lymphoma Clinical cand	Immunomedics, Inc; Gilead Sciences, Inc	0		
DRG0KWKQC	DX126-262	Phase2	Phase 2		DAC-001; DX126 262; DX126-262; Recombinant anti-HER2 antibody-Tub 114		Receptor tyrosine-protein kinase erbB-2 (HER2)	Microtubule (MT)	DX-CHO9	Tubulysin B analog Tub114	Mal-PEG10-Ala-Ala-linker	Gastric cancer; Phase 2 Clinical Trial Oesophageal cancer; Phase 2 Clinical Trial Breast cancer; Phase 1 Clinical Trial Drug-to-Antibody Ratio 3.5 to 3.8	Hangzhou DAC Biotech Co., Ltd	0		
DRG0KXLGG	MK-6837	Phase1	Phase 1						anti-TROP2 antibody	Undisclosed	Undisclosed	Unspecific solid tumor		0		NCT06460961
DRG0KYHQN	CMB-401	Phase2	Phase 2 (Terminated)		Anti-PEM monoclonal antibody calicheamicin; CDP 671; CDP-671; CMB 401; CMB-401; LLE 33288; hCTMO1-calicheamicin; hcT.MO1 calicheamicin		Mucin-1 (MUC1)	Human Deoxyribonucleic acid (hDNA)	Anti-MUC1 mAb hCTM01	N-acetyl-gamma-calicheamicin	Amide-based linker	Ovarian cancer Phase 2 Research Article Drug-to-Antibody Ratio 2 to 3 3D	Celltech Oy	2		
DRG0KYOBC	TORL-1-23	Phase1	Phase 1		TORL 1 23; TORL 1-23; TORL-1-23; TORL1-23		Claudin-6 (CLDN6)	Microtubule (MT) Conjugate Type Undisclosed General Information of The Activity Data Related to This ADC Identified from the Human Clinical Data Standard Type NCT Number Clinical Status Clinical Trial Description Undisclosed NCT05103683 Phase 1 A phase 1, first in human, dose-escalation study of TORL-1-23 in participants with advanced cancer. Full List of Activity Data of This Antibody-drug Conjugate Identified from the Human Clinical Data Experiment 1 Reporting the Activity Date of This ADC [ 1 ] Related Clinical Trial NCT Number NCT05103683 Clinical Status Phase 1 Clinical Description A phase 1, first in human, dose-escalation study of TORL-1-23 in participants with advanced cancer. References Ref 1 A Phase 1, First in Human, Dose-Escalation Study of TORL-1-23 in Participants With Advanced Cancer	Undisclosed	Monomethyl auristatin E		Solid tumor; Phase 1 Clinical Trial Drug-to-Antibody Ratio 4 3D	TORL Biotherapeutics LLC	1		NCT05103683
DRG0LBQXO	PA-368A	Investigative	Investigative		PA368A; PA 368A		Cadherin-17 (CDH17)		Undisclosed	Undisclosed	Undisclosed	Colorectal cancer (; Investigative)	Protein Alternatives SL	0		
DRG0LCOWD	MRG-004A	Phase2	Phase 1/2		MRG 004A; MRG-004A; MRG004A		Tissue factor (F3)	Microtubule (MT) Conjugate Type Enzymatic Catalysis	Undisclosed	Monomethyl auristatin E		Solid tumor; Phase 2 Clinical Trial Drug-to-Antibody Ratio 3.8 3D	Shanghai Miracogen Inc; Lepu Biopharma Co., Ltd	0		
DRG0LDEJY	ITC-6146RO	Phase1	Phase 1						Anti-B7H3 antibody	Duocarmycin derivative	Self-immolative OHPAS linker	Lung cancer		0		NCT07423117
DRG0LFBZI	ALK202	Phase1	Phase 1						A bispecific anti-EGFR/c-Met bsAb	Exatecan	Undisclosed	Unspecific solid tumor		0		NCT06707610
DRG0LFGHB	HTI-1511	Investigative	Investigative		HTI 1511; HTI1511		Epidermal growth factor receptor (EGFR)		Undisclosed	Undisclosed	Undisclosed	Solid tumors Clinical candidate	Halozyme Therapeutics, Inc	0		
DRG0LFZFX	ABBV-319	Phase1	Phase 1		ABBV 319; ABBV-319; ABBV319		B-lymphocyte antigen CD19 (CD19)	Glucocorticoid receptor (NR3C1)	Anti-CD19 ABBV319 IgG1 mAb	Proprietary GRM agonist	Formyl-Ala-Ala	Chronic lymphocytic leukemia; Phase 1 Clinical Trial Diffuse large B-cell lymphoma; Phase 1 Clinical Trial Follicular lymphoma; Phase 1 Clinical Trial Drug-to-Antibody Ratio 4 3D	AbbVie, Inc	0		
DRG0LGBME	Ispectamab tazide	Investigative	Investigative		Ispectamab tazide		Tumor necrosis factor receptor superfamily member 17 (TNFRSF17)		Undisclosed	Undisclosed	Undisclosed	Antibody Name: Undisclosed		0		
DRG0LHLWT	LR-DM1	Investigative	Investigative		LR DM1		Epidermal growth factor receptor (EGFR)	Microtubule (MT)	LR004	Mertansine DM1	Succinimidyl-4-(N-maleimidomethyl)cyclohexane-1-carboxylate (SMCC)	Solid tumors; Investigative Drug-to-Antibody Ratio 3.6 3D	Chinese Academy of Medical Science and Peking Union Medical College	0		
